Book Title,Chapter Title,Date of Highlight,Book URL,Chapter URL,Annotation URL,Highlight,Color,Personal Note
Kali Linux Wireless Penetration Testing Cookbook,Performing a data replay,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml#56316254-557d-4db5-aa79-870d9203cf91,"Under normal operation, systems will keep in ARP lookup table or cashe where they store information about which IP addresses are associated with which MAC addresses. When trying to send data such as a packet to another host on a subnet, the sender will look at the IP address it is destined for and once it is found to be on the same subnet then an art broadcast will be sent. This broadcast will be sent out on the subnet and, in essence, will ask other clients on that subnet who owns a specific IP address and for that host to return its MAC address.

It is worth noting that if a host has already talked to another host previously on the same subnet, the IP address and MAC address association will already be stored in the cache on the local system, which is also known as an ARP table.",YELLOW,arp chaching
Kali Linux Wireless Penetration Testing Cookbook,Performing a data replay,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml#452adde4-9aff-46db-849c-15d8b18fa295,"On a subnet, IP addresses are not the main mechanism for identifying machines that wish to communicate; this is the function of the MAC address.

If we consider a single subnet, and we consider two hosts on that subnet trying to communicate, we now have a situation where an MAC address will be used instead of an IP address. IP addresses would only be used in situations where traffic needs to be routed between different subnets or networks. On a local subnet MAC is the main mechanism used to get traffic from one point to another.",YELLOW,arp use in subnets
Kali Linux Wireless Penetration Testing Cookbook,Performing a data replay,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml#81b95fd1-3fd5-47dc-bcc3-a40fa05a744c,Information such as login credentials that could be captured during a victims' login process could simply be replayed at a server or another resource and access granted. This would be tremendously effective in environments where protocols that are not encrypted are in use.,YELLOW,
Kali Linux Wireless Penetration Testing Cookbook,Performing a data replay,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/8a6d6263-4d62-4397-b65e-bb7bf3a4f973.xhtml#3a3695bf-cdbb-4949-90d2-b5d3b9bcd5b5,"s the name suggests, information that is captured from the network is stored and then played back to the network device it was directed at.",YELLOW,def. data replay
Kali Linux Wireless Penetration Testing Cookbook,Working with monitor mode and packet injection,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/8b1414d8-bdb2-481c-92d3-e1d0c447c5bf.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/8b1414d8-bdb2-481c-92d3-e1d0c447c5bf.xhtml#950ed142-e350-48fb-ac57-45faae458b82,"Additionally, it is important to make sure that you do not confuse monitor mode with promiscuous mode as they are not the same. Promiscuous mode is available on both wired and wireless networks and allows for the view of all traffic that is flowing past the sniffing machine whether it involves them or not. Monitor mode is exclusive to wireless and allows for the viewing of traffic on wireless networks that you are not currently associated with. They are very similar, but not the same.",YELLOW,difference of promiscous and monitor mode
Kali Linux Wireless Penetration Testing Cookbook,How does sniffing work?,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml#05f970bd-d53f-4347-aced-b7dc57d806d7,"How successful sniffers are depends on the relative and inherent insecurity of certain network protocols. Protocols such as the tried and true TCP/IP were never designed with security in mind and therefore do not offer much in this area. Several protocols lend themselves to easy sniffing:

    Telnet/RLOGIN: Keystrokes, such as those including usernames and passwords, that can be easily sniffed
    HTTP: Designed to send information in the clear without any protection and thus a good target for sniffing
    Simple Mail Transfer Protocol (SMTP): Commonly used in the transfer of email, this protocol is efficient, but it does not include any protection against sniffing
    Network News Transfer Protocol (NNTP): All communication, including passwords and data, is sent in the clear
    Post Office Protocol (POP): Designed to retrieve email from servers, this protocol does not include protection against sniffing because passwords and usernames can be intercepted
    File Transfer Protocol (FTP): A protocol designed to send and receive files; all transmissions are sent in the clear
    Internet Message Access Protocol (IMAP): Similar to SMTP in function and lack of protection

All of the protocols listed here transmit their information in the clear to include passwords, usernames, keystrokes, and data.",YELLOW,sniffing targets
Kali Linux Wireless Penetration Testing Cookbook,How does sniffing work?,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml#09572130-cbf2-4ff9-87b6-6b4f9691128e,"Be aware that traditional wired networks use a collision-based technology in their design known as CSMA/CD, which is short for Carrier Sense Multiple Access with Collision Detection. What this means in practice is that if two or more stations happen to transmit at one time they will cause a collision (think of it as two people talking at the same time). This technology will detect the collision and deal with it by forcing both stations to wait a random period of time before retransmitting and hopefully avoiding another collision. Collisions are a normal part of many networks and are not a problem until the collisions get excessive, in which case a network can be segmented to reduce the number to a better number.
In wireless networks, a technique known as CSMA/CA or Carrier Sense Multiple Access with Collision Avoidance is used. As you may guess, the process involves not detecting a collision, but rather avoiding a collision altogether. In practice, this means that a station will check to see if anyone is transmitting, and if they are not it will send out a signal saying it is ready to transmit to keep any other station from sending data. At this point, the device will transmit and signal when it is done transmitting so the network is released.",YELLOW,CSMA
Kali Linux Wireless Penetration Testing Cookbook,How does sniffing work?,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml#c2d5b6f1-7402-47a5-a8e5-8343ac0da676,"In order to observe all the traffic on a network, once we are in promiscuous mode we must be able to see the traffic in the first place. In other words, you can't eavesdrop on a conversation if you are not in the same room with the people you wish to listen in on (bugging devices and NSA gadgets not included). In a network, this means that you must be on the same collision domain.",YELLOW,
Kali Linux Wireless Penetration Testing Cookbook,How does sniffing work?,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/387b6582-3e92-4ec0-98f3-9ee110f8536e.xhtml#f812b29d-0ee3-46ab-af68-c5f85ffe9f99,"In wireless networks we do not have promiscuous mode, however we have something that we mentioned in Chapter 2, Attacking Access Controls, known as monitor mode. Monitor mode comes with some features that are different to the promiscuous model. First, a card switched into monitor mode can observe the data transmitted on a wireless network without having to associate with it first. Second, monitor mode prevents the card from transmitting data in most cases. Third, a card may be restricted to listening on one channel at a time, but this can vary depending on the device and driver involved",YELLOW,monitor mode
Kali Linux Wireless Penetration Testing Cookbook,Introduction,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/ae4c050d-ce2c-4a44-9843-c6b0c01c86eb.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/ae4c050d-ce2c-4a44-9843-c6b0c01c86eb.xhtml#5f58d66e-72bd-4dd9-873b-fa1f47474682,"When working with any type of network or information one of the fundamental components that needs to be addressed is that of integrity. The integrity of data is essential as the receiver of a piece of information needs to have confidence that what they are receiving and relying on is faithful to the intent of the creator and sender of that data. If the integrity, and therefore confidence, in data is lost then data becomes essentially worthless.
If you have been in security long enough you have undoubtedly run into the well-known CIA triad, which is shorthand for Confidentiality, Integrity, and Availability.",YELLOW,CIA
Kali Linux Wireless Penetration Testing Cookbook,Identifying promiscuous clients,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/a626a91a-522e-439f-a975-8366dc095b6b.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/a626a91a-522e-439f-a975-8366dc095b6b.xhtml#a7d641fd-b672-4ca1-bb65-26f362ed9afa,"With a rogue access point in place on a secure (or supposedly secure) network, there now arises a potential for a lot of damage and other mischief to occur. Promiscuous clients are a concern, as these are clients that send out probes looking for wireless networks to attach to that they may have attached to in the past. The fact that they engage in this process it makes the possibility that they may attach to a network accidentally and is a problem for security.

The probe packet is a special type of request that is transmitted out that is used to attach to previously associated network access points. This packet is sent out by smartphones, laptops, and other devices that are not currently connected to a Wi-Fi network and it is used to locate and connect to networks previously associated to. When this probe is sent out and a network that the client was previously associated with is recognized the two will attempt to re-associate as they had been previously.",YELLOW,Probing/Promiscous Clients
Kali Linux Wireless Penetration Testing Cookbook,Evading MAC filtering with MAC spoofing,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/40ac2b22-aee0-4210-8049-e4db9a109bc6.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/40ac2b22-aee0-4210-8049-e4db9a109bc6.xhtml#03cd4e09-aacd-4170-84f4-f7400d1b04dc,"MAC spoofing is a technique where we change the MAC address that is being reported by the network card or adapter. As a quick refresher, you should recall that the MAC address, sometimes called the physical address, is a hexadecimal value that is assigned to each and every network card as it's manufactured. Partially due to design and partially due to industry-standard, these addresses are intended to be unique, so that no two network cards should ever have the same MAC address. It is because of this very reason that MAC filtering is able to function as it does. However, by using MAC spoofing, we can change the address that is being reported and therefore put in whatever address we want to have reported from the network adapter. In practice, this means that by changing our MAC address to one of our choosing we can either evade blacklisting by changing our MAC address to something new or we can circumvent whitelisting by using the MAC address of an approved device.",YELLOW,MAC Spoofing
Kali Linux Wireless Penetration Testing Cookbook,Working with war driving,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/2eaedb45-d471-474f-a08a-3638d327661d.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/2eaedb45-d471-474f-a08a-3638d327661d.xhtml#b55882b3-3e31-461a-ac48-71c72a3a6b3e,"One of the earliest and most commonly used forms of attack used to target access control is a technique known as war driving. This technique, simply put, is to use a wireless enabled device along with specialized software used to detect or probe wireless networks that have come with in range of the wireless device.

What makes war driving so popular and so effective is the fact that many computer users, both personal and business, have been deploying 802.11 wireless access points for years with little regard for security. The deployment of a wireless network that allows the user to roam has taken precedence over taking measures to secure their access points and devices against potential attack.

In response to this deployment of wireless networks that are misconfigured or insecure, we have a category of attackers that engage in this practice known as war driving. Those who engage in this activity will build custom rigs built out of a combination of hardware and software, with the intent of cruising public venues to find both wireless access points and devices in some cases. These individuals may just be interested in locating and targeting a specific network for their own ends or, in some cases, they may even share this information to an online database or website where any visitor can search for these access points.",YELLOW,Importance of Wireless Savety
Kali Linux Wireless Penetration Testing Cookbook,Introduction,2025-02-25,https://learning.oreilly.com/library/view/-/9781783554089/,https://learning.oreilly.com/library/view/-/9781783554089/57909a0c-8fee-40c4-9afe-7e2d0931199e.xhtml,https://learning.oreilly.com/library/view/-/9781783554089/57909a0c-8fee-40c4-9afe-7e2d0931199e.xhtml#8c1530d9-ac5d-4d38-80bf-c0b08db0908e,"The access control process is one that involves identification of syndication and authorization. Any attack against access control is going seek to steal credentials, or impersonate a user or system with the intention of gaining access and performing unauthorized or outright malicious activities. It is because access control is a common target of attack that organizations must implement strong and proper controls.

On wireless networks, access control can take a number of different forms, each of which can be used independently on their own or can be deployed together to form a more robust solution. Some of the examples of access control mechanisms used in wireless are:

    MAC filtering: This is a process where MAC addresses are entered into an access point, with the intention of allowing or disallowing access by devices holding these MAC addresses.
    Cloaking SSIDs: This technique is used by a network administrator to stop the broadcast of the network identifier out in the open.
    Location of access points: Network owners may choose to place their access point in a place where broadcasts are limited to a certain geographic area within a building. This limits the amount of signal that a malicious party or attacking party gets access to.

This is just a short list of potential measures that can be done for access control to limit the accessibility of a wireless network to just authorized parties.",YELLOW,Introduction Penetration tests
